Latin Name,Colloquial Name,Taxonomy
sparganium eurycarpum,big bur-reed,"Plantae,Tracheophyta,Angiospermae,Liliopsida,Poales,Typhaceae,Sparganium"
typha angustifolia,narrow-leaved cattail,"Plantae,Tracheophyta,Angiospermae,Liliopsida,Poales,Typhaceae,Typha"
typha domingensis,southern cattail,"Plantae,Tracheophyta,Angiospermae,Liliopsida,Poales,Typhaceae,Typha"
typha latifolia,broadleaf cattail,"Plantae,Tracheophyta,Angiospermae,Liliopsida,Poales,Typhaceae,Typha"
typha orientalis,Oriental Cattail,"Plantae,Tracheophyta,Angiospermae,Liliopsida,Poales,Typhaceae,Typha"
canna indica,Indian shot,"Plantae,Tracheophyta,Angiospermae,Liliopsida,Zingiberales,Cannaceae,Canna"
hellenia speciosa,Crêpe ginger,"Plantae,Tracheophyta,Angiospermae,Liliopsida,Zingiberales,Costaceae,Hellenia"
heliconia latispatha,Expanded Lobsterclaw,"Plantae,Tracheophyta,Angiospermae,Liliopsida,Zingiberales,Heliconiaceae,Heliconia"
heliconia psittacorum,Parrot's Beak,"Plantae,Tracheophyta,Angiospermae,Liliopsida,Zingiberales,Heliconiaceae,Heliconia"
heliconia rostrata,Hanging Lobster Claw Heliconia,"Plantae,Tracheophyta,Angiospermae,Liliopsida,Zingiberales,Heliconiaceae,Heliconia"
thalia geniculata,alligator flag,"Plantae,Tracheophyta,Angiospermae,Liliopsida,Zingiberales,Marantaceae,Thalia"
musa acuminata,Cavendish banana,"Plantae,Tracheophyta,Angiospermae,Liliopsida,Zingiberales,Musaceae,Musa"
alpinia purpurata,Red Ginger,"Plantae,Tracheophyta,Angiospermae,Liliopsida,Zingiberales,Zingiberaceae,Alpinioideae,Alpinieae,Alpinia"
alpinia zerumbet,Shell ginger,"Plantae,Tracheophyta,Angiospermae,Liliopsida,Zingiberales,Zingiberaceae,Alpinioideae,Alpinieae,Alpinia"
etlingera elatior,Torch ginger,"Plantae,Tracheophyta,Angiospermae,Liliopsida,Zingiberales,Zingiberaceae,Alpinioideae,Alpinieae,Etlingera"
hedychium coronarium,White ginger,"Plantae,Tracheophyta,Angiospermae,Liliopsida,Zingiberales,Zingiberaceae,Zingiberoideae,Zingibereae,Hedychium"
hedychium gardnerianum,Kahili ginger,"Plantae,Tracheophyta,Angiospermae,Liliopsida,Zingiberales,Zingiberaceae,Zingiberoideae,Zingibereae,Hedychium"
dendrolycopodium dendroideum,prickly tree-clubmoss,"Plantae,Tracheophyta,Lycopodiopsida,Lycopodiales,Lycopodiaceae,Lycopodioideae,Dendrolycopodium"
dendrolycopodium hickeyi,Hickey's tree-clubmoss,"Plantae,Tracheophyta,Lycopodiopsida,Lycopodiales,Lycopodiaceae,Lycopodioideae,Dendrolycopodium"
dendrolycopodium obscurum,flat-branched tree-clubmoss,"Plantae,Tracheophyta,Lycopodiopsida,Lycopodiales,Lycopodiaceae,Lycopodioideae,Dendrolycopodium"
diphasiastrum complanatum,northern ground-cedar,"Plantae,Tracheophyta,Lycopodiopsida,Lycopodiales,Lycopodiaceae,Lycopodioideae,Diphasiastrum"
diphasiastrum digitatum,fan clubmoss,"Plantae,Tracheophyta,Lycopodiopsida,Lycopodiales,Lycopodiaceae,Lycopodioideae,Diphasiastrum"
huperzia lucidula,shining firmoss,"Plantae,Tracheophyta,Lycopodiopsida,Lycopodiales,Lycopodiaceae,Huperzioideae,Huperzia"
huperzia selago,northern firmoss,"Plantae,Tracheophyta,Lycopodiopsida,Lycopodiales,Lycopodiaceae,Huperzioideae,Huperzia"
lycopodiella cernua,staghorn clubmoss,"Plantae,Tracheophyta,Lycopodiopsida,Lycopodiales,Lycopodiaceae,Lycopodielloideae,Palhinhaea"
lycopodiella inundata,inundated bog clubmoss,"Plantae,Tracheophyta,Lycopodiopsida,Lycopodiales,Lycopodiaceae,Lycopodielloideae,Lycopodiella"
lycopodium clavatum,stag's-horn clubmoss,"Plantae,Tracheophyta,Lycopodiopsida,Lycopodiales,Lycopodiaceae,Lycopodioideae,Lycopodium"
lycopodium deuterodensum,Bushy Clubmoss,"Plantae,Tracheophyta,Lycopodiopsida,Lycopodiales,Lycopodiaceae,Lycopodioideae,Lycopodium"
lycopodium fastigiatum,Mountain Clubmoss,"Plantae,Tracheophyta,Lycopodiopsida,Lycopodiales,Lycopodiaceae,Lycopodioideae,Austrolycopodium"
lycopodium scariosum,Creeping Clubmoss,"Plantae,Tracheophyta,Lycopodiopsida,Lycopodiales,Lycopodiaceae,Lycopodioideae,Diphasium"
lycopodium volubile,Climbing clubmoss,"Plantae,Tracheophyta,Lycopodiopsida,Lycopodiales,Lycopodiaceae,Lycopodioideae,Lycopodium"
phlegmariurus varius,hanging clubmoss,"Plantae,Tracheophyta,Lycopodiopsida,Lycopodiales,Lycopodiaceae,Huperzioideae,Phlegmariurus"
spinulum annotinum,interrupted clubmoss,"Plantae,Tracheophyta,Lycopodiopsida,Lycopodiales,Lycopodiaceae,Lycopodioideae,Spinulum"
selaginella bigelovii,Bigelow's Spikemoss,"Plantae,Tracheophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Selaginella"
selaginella kraussiana,Krauss's clubmoss,"Plantae,Tracheophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Selaginella"
selaginella lepidophylla,resurrection plant,"Plantae,Tracheophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Selaginella"
selaginella rupestris,rock spikemoss,"Plantae,Tracheophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Selaginella"
aegopodium podagraria,Goutweed,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Apiales,Apiaceae,Apioideae,Careae,Aegopodium"
angelica archangelica,Garden angelica,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Apiales,Apiaceae,Apioideae,Selineae,Angelica"
angelica atropurpurea,purple-stemmed angelica,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Apiales,Apiaceae,Apioideae,Selineae,Angelica"
angelica capitellata,ranger buttons,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Apiales,Apiaceae,Apioideae,Selineae,Angelica"
angelica sylvestris,Wild Angelica,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Apiales,Apiaceae,Apioideae,Selineae,Angelica"
anthriscus caucalis,Bur Parsley,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Apiales,Apiaceae,Apioideae,Scandiceae,Scandicinae,Anthriscus"
anthriscus sylvestris,Cow Parsley,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Apiales,Apiaceae,Apioideae,Scandiceae,Scandicinae,Anthriscus"
apium prostratum,Sea Celery,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Apiales,Apiaceae,Apioideae,Apieae,Apium"
astrantia major,great masterwort,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Apiales,Apiaceae,Saniculoideae,Saniculeae,Astrantia"
bifora americana,prairie bishop,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Apiales,Apiaceae,Apioideae,Coriandreae,Bifora"
bowlesia incana,hoary bowlesia,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Apiales,Apiaceae,Azorelloideae,Bowlesia"
carum carvi,Caraway,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Apiales,Apiaceae,Apioideae,Careae,Carum"
centella asiatica,Gotu Cola,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Apiales,Apiaceae,Mackinlayoideae,Centella"
chaerophyllum aromaticum,Broad-leaved Chervil,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Apiales,Apiaceae,Apioideae,Scandiceae,Scandicinae,Chaerophyllum"
chaerophyllum tainturieri,Tainturier's chervil,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Apiales,Apiaceae,Apioideae,Scandiceae,Scandicinae,Chaerophyllum"
cicuta bulbifera,bulblet-bearing water hemlock,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Apiales,Apiaceae,Apioideae,Oenantheae,Cicuta"
cicuta maculata,water hemlock,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Apiales,Apiaceae,Apioideae,Oenantheae,Cicuta"
cicuta virosa,Cowbane,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Apiales,Apiaceae,Apioideae,Oenantheae,Cicuta"
conium maculatum,poison hemlock,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Apiales,Apiaceae,Apioideae,Smyrnieae,Conium"
crithmum maritimum,rock samphire,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Apiales,Apiaceae,Apioideae,Pyramidoptereae,Crithmum"
cryptotaenia canadensis,honewort,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Apiales,Apiaceae,Apioideae,Oenantheae,Cryptotaenia"
cyclospermum leptophyllum,Marsh parsley,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Apiales,Apiaceae,Apioideae,Pyramidoptereae,Cyclospermum"
daucus carota,wild carrot,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Apiales,Apiaceae,Apioideae,Scandiceae,Daucinae,Daucus"
daucus pusillus,American wild carrot,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Apiales,Apiaceae,Apioideae,Scandiceae,Daucinae,Daucus"
erigenia bulbosa,harbinger of spring,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Apiales,Apiaceae,Apioideae,Erigenieae,Erigenia"
eryngium campestre,Field Eryngo,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Apiales,Apiaceae,Saniculoideae,Saniculeae,Eryngium"
eryngium hookeri,Hooker's Eryngo,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Apiales,Apiaceae,Saniculoideae,Saniculeae,Eryngium"
eryngium leavenworthii,Leavenworth's eryngo,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Apiales,Apiaceae,Saniculoideae,Saniculeae,Eryngium"
eryngium maritimum,Sea Holly,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Apiales,Apiaceae,Saniculoideae,Saniculeae,Eryngium"
eryngium planum,Blue Eryngo,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Apiales,Apiaceae,Saniculoideae,Saniculeae,Eryngium"
eryngium yuccifolium,rattlesnake master,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Apiales,Apiaceae,Saniculoideae,Saniculeae,Eryngium"
falcaria vulgaris,Longleaf,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Apiales,Apiaceae,Apioideae,Careae,Falcaria"
ferula communis,Giant Fennel,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Apiales,Apiaceae,Apioideae,Scandiceae,Ferulinae,Ferula"
foeniculum vulgare,fennel,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Apiales,Apiaceae,Apioideae,Apieae,Foeniculum"
heracleum mantegazzianum,Giant Hogweed,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Apiales,Apiaceae,Apioideae,Tordylieae,Heracleum"
heracleum maximum,common cowparsnip,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Apiales,Apiaceae,Apioideae,Tordylieae,Heracleum"
heracleum sosnowskyi,Sosnowsky's hogweed,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Apiales,Apiaceae,Apioideae,Tordylieae,Heracleum"
heracleum sphondylium,common cowparsnip,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Apiales,Apiaceae,Apioideae,Tordylieae,Heracleum"
ligusticum scoticum,Scots Lovage,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Apiales,Apiaceae,Apioideae,Selineae,Ligusticum"
lomatium dissectum,Fernleaf Biscuitroot,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Apiales,Apiaceae,Apioideae,Selineae,Lomatium"
lomatium triternatum,Ternate Desert-parsley,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Apiales,Apiaceae,Apioideae,Selineae,Lomatium,Lomatium triternatum"
lomatium utriculatum,Foothill desert-parsley,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Apiales,Apiaceae,Apioideae,Selineae,Lomatium"
oenanthe aquatica,Fine-leaved Water-dropwort,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Apiales,Apiaceae,Apioideae,Oenantheae,Oenanthe"
oenanthe sarmentosa,water parsley,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Apiales,Apiaceae,Apioideae,Oenantheae,Oenanthe"
osmorhiza berteroi,mountain sweet cicely,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Apiales,Apiaceae,Apioideae,Scandiceae,Scandicinae,Osmorhiza"
osmorhiza claytonii,hairy sweet cicely,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Apiales,Apiaceae,Apioideae,Scandiceae,Scandicinae,Osmorhiza"
osmorhiza longistylis,aniseroot,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Apiales,Apiaceae,Apioideae,Scandiceae,Scandicinae,Osmorhiza"
oxypolis rigidior,stiff cowbane,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Apiales,Apiaceae,Apioideae,Oenantheae,Oxypolis"
pastinaca sativa,wild parsnip,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Apiales,Apiaceae,Apioideae,Tordylieae,Pastinaca"
pimpinella saxifraga,Burnet-saxifrage,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Apiales,Apiaceae,Apioideae,Pimpinelleae,Pimpinella"
polytaenia texana,Texas Prairie Parsley,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Apiales,Apiaceae,Apioideae,Selineae,Polytaenia"
pseudocymopterus montanus,Alpine False Springparsley,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Apiales,Apiaceae,Apioideae,Selineae,Cymopterus"
sanicula arctopoides,Footsteps of spring,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Apiales,Apiaceae,Saniculoideae,Saniculeae,Sanicula"
sanicula bipinnatifida,Purple Sanicle,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Apiales,Apiaceae,Saniculoideae,Saniculeae,Sanicula"
sanicula canadensis,Black Snakeroot,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Apiales,Apiaceae,Saniculoideae,Saniculeae,Sanicula"
sanicula crassicaulis,Pacific Sanicle,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Apiales,Apiaceae,Saniculoideae,Saniculeae,Sanicula"
sanicula europaea,wood sanicle,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Apiales,Apiaceae,Saniculoideae,Saniculeae,Sanicula"
sanicula odorata,Clustered Sanicle,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Apiales,Apiaceae,Saniculoideae,Saniculeae,Sanicula"
scandix pecten-veneris,Shepherd's-needle,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Apiales,Apiaceae,Apioideae,Scandiceae,Scandicinae,Scandix"
seseli libanotis,Moon Carrot,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Apiales,Apiaceae,Apioideae,Selineae,Seseli"
sium suave,water parsnip,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Apiales,Apiaceae,Apioideae,Oenantheae,Sium"
smyrnium olusatrum,Alexanders,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Apiales,Apiaceae,Apioideae,Smyrnieae,Smyrnium"
taenidia integerrima,yellow pimpernel,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Apiales,Apiaceae,Apioideae,Selineae,Taenidia"
torilis arvensis,common hedge parsley,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Apiales,Apiaceae,Apioideae,Scandiceae,Torilidinae,Torilis"
torilis japonica,upright hedge-parsley,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Apiales,Apiaceae,Apioideae,Scandiceae,Torilidinae,Torilis"
torilis nodosa,Knotted Hedgeparsley,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Apiales,Apiaceae,Apioideae,Scandiceae,Torilidinae,Torilis"
zizia aptera,heart-leaf golden Alexander,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Apiales,Apiaceae,Apioideae,Selineae,Zizia"
zizia aurea,golden Alexanders,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Apiales,Apiaceae,Apioideae,Selineae,Zizia"
aralia californica,California Spikenard,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Apiales,Araliaceae,Aralia"
aralia elata,Japanese angelica tree,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Apiales,Araliaceae,Aralia"
aralia hispida,bristly sarsaparilla,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Apiales,Araliaceae,Aralia"
aralia nudicaulis,wild sarsaparilla,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Apiales,Araliaceae,Aralia"
aralia racemosa,American spikenard,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Apiales,Araliaceae,Aralia"
aralia spinosa,devil's walkingstick,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Apiales,Araliaceae,Aralia"
cussonia spicata,Cabbage tree,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Apiales,Araliaceae,Cussonia"
fatsia japonica,Japanese aralia,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Apiales,Araliaceae,Fatsia"
hedera helix,common ivy,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Apiales,Araliaceae,Hedera"
hydrocotyle bonariensis,largeleaf pennywort,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Apiales,Araliaceae,Hydrocotyloideae,Hydrocotyle"
hydrocotyle moschata,Hairy Pennywort,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Apiales,Araliaceae,Hydrocotyloideae,Hydrocotyle"
hydrocotyle ranunculoides,floating marsh pennywort,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Apiales,Araliaceae,Hydrocotyloideae,Hydrocotyle"
hydrocotyle umbellata,manyflower marshpennywort,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Apiales,Araliaceae,Hydrocotyloideae,Hydrocotyle"
oplopanax horridus,Devil's Club,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Apiales,Araliaceae,Oplopanax"
panax quinquefolius,American ginseng,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Apiales,Araliaceae,Panax"
panax trifolius,dwarf ginseng,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Apiales,Araliaceae,Panax"
pseudopanax arboreus,five finger,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Apiales,Araliaceae,Pseudopanax"
pseudopanax colensoi,Mountain Five Finger,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Apiales,Araliaceae,Pseudopanax"
pseudopanax crassifolius,Lancewood,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Apiales,Araliaceae,Pseudopanax"
pseudopanax lessonii,Houpara,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Apiales,Araliaceae,Pseudopanax"
raukaua simplex,Haumakaroa,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Apiales,Araliaceae,Raukaua"
schefflera actinophylla,Australian Umbrella Tree,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Apiales,Araliaceae,Heptapleurum"
schefflera arboricola,Miniature umbrella tree,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Apiales,Araliaceae,Heptapleurum"
schefflera digitata,Patē,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Apiales,Araliaceae,Schefflera"
schefflera heptaphylla,Ivy Tree,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Apiales,Araliaceae,Heptapleurum"
griselinia littoralis,New Zealand Broadleaf,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Apiales,Griseliniaceae,Griselinia"
pennantia corymbosa,Kaikomako,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Apiales,Pennantiaceae,Pennantia"
bursaria spinosa,Australian Blackthorn,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Apiales,Pittosporaceae,Bursaria"
pittosporum crassifolium,Karo,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Apiales,Pittosporaceae,Pittosporum"
pittosporum eugenioides,tarata,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Apiales,Pittosporaceae,Pittosporum"
pittosporum tenuifolium,Kōhūhū,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Apiales,Pittosporaceae,Pittosporum"
pittosporum undulatum,Australian Cheesewood,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Apiales,Pittosporaceae,Pittosporum"
ilex aquifolium,European holly,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Aquifoliales,Aquifoliaceae,Ilex"
ilex cassine,dahoon holly,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Aquifoliales,Aquifoliaceae,Ilex"
ilex cornuta,Chinese holly,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Aquifoliales,Aquifoliaceae,Ilex"
ilex decidua,possumhaw,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Aquifoliales,Aquifoliaceae,Ilex"
ilex glabra,gallberry,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Aquifoliales,Aquifoliaceae,Ilex"
ilex mucronata,Mountain holly,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Aquifoliales,Aquifoliaceae,Ilex"
ilex opaca,American holly,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Aquifoliales,Aquifoliaceae,Ilex"
ilex verticillata,winterberry holly,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Aquifoliales,Aquifoliaceae,Ilex"
ilex vomitoria,Yaupon Holly,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Aquifoliales,Aquifoliaceae,Ilex"
alseuosmia macrophylla,toropapa,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Asterales,Alseuosmiaceae,Alseuosmia"
corokia cotoneaster,Korokio,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Asterales,Argophyllaceae,Corokia"
achillea millefolium,common yarrow,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Asterales,Asteraceae,Asteroideae,Anthemideae,Matricariinae,Achillea,Achillea millefolium"
achillea ptarmica,Sneezewort,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Asterales,Asteraceae,Asteroideae,Anthemideae,Matricariinae,Achillea,Ptarmica"
achyrachaena mollis,Blow Wives,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Asterales,Asteraceae,Asteroideae,Madieae,Achyrachaena"
acmella repens,Oppositeleaf Spotflower,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Asterales,Asteraceae,Asteroideae,Heliantheae,Spilanthinae,Acmella"
acourtia microcephala,Sacapellote,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Asterales,Asteraceae,Mutisioideae,Nassauvieae,Acourtia"
adenocaulon bicolor,American trailplant,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Asterales,Asteraceae,Mutisioideae,Mutisieae,Adenocaulon"
adenophyllum porophylloides,San Felipe Dogweed,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Asterales,Asteraceae,Asteroideae,Tageteae,Adenophyllum"
ageratina adenophora,Crofton Weed,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Asterales,Asteraceae,Asteroideae,Eupatorieae,Oxylobinae,Ageratina,Ageratina"
ageratina altissima,white snakeroot,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Asterales,Asteraceae,Asteroideae,Eupatorieae,Oxylobinae,Ageratina,Ageratina"
ageratina havanensis,Shrubby boneset,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Asterales,Asteraceae,Asteroideae,Eupatorieae,Oxylobinae,Ageratina,Neogreenella"
ageratum conyzoides,billygoat weed,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Asterales,Asteraceae,Asteroideae,Eupatorieae,Ageratinae,Ageratum"
ageratum houstonianum,bluemink,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Asterales,Asteraceae,Asteroideae,Eupatorieae,Ageratinae,Ageratum"
agoseris aurantiaca,orange agoseris,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Asterales,Asteraceae,Cichorioideae,Cichorieae,Microseridinae,Agoseris"
ambrosia ambrosioides,Big Bursage,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Asterales,Asteraceae,Asteroideae,Heliantheae,Ambrosiinae,Ambrosia"
ambrosia artemisiifolia,common ragweed,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Asterales,Asteraceae,Asteroideae,Heliantheae,Ambrosiinae,Ambrosia"
ambrosia chamissonis,silver beachweed,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Asterales,Asteraceae,Asteroideae,Heliantheae,Ambrosiinae,Ambrosia"
ambrosia deltoidea,triangle-leaf bursage,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Asterales,Asteraceae,Asteroideae,Heliantheae,Ambrosiinae,Ambrosia"
ambrosia dumosa,Burrobush,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Asterales,Asteraceae,Asteroideae,Heliantheae,Ambrosiinae,Ambrosia"
ambrosia psilostachya,western ragweed,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Asterales,Asteraceae,Asteroideae,Heliantheae,Ambrosiinae,Ambrosia"
